ID_cliente,churn,genero,senior,parceiro,dependentes,tempo_permanencia,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_TV,streaming_filmes,contrato,fatura_online,metodo_pagamento,gastos_diarios,gastos_mensais,gastos_totais
0297-RBCSG,0,0,0,0,0,19,1,0,DSL,0,1,0,1,0,1,Um ano,1,Transferência bancária,2.1783333333333332,65.35,1231.85
0298-XACET,0,0,0,1,1,52,0,0,DSL,0,1,1,1,1,0,Dois anos,0,Cheque,1.6733333333333333,50.2,2554.0
0301-FIDRB,0,1,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Dois anos,1,Transferência bancária,2.1266666666666665,63.8,4684.3
0301-KOBTQ,0,0,0,0,0,32,1,0,Não,0,0,0,0,0,0,Dois anos,1,Transferência bancária,0.6683333333333333,20.05,614.45
0302-JOIVN,1,1,0,1,0,8,1,0,Fibra Óptica,0,1,1,0,1,1,Mensal,0,Cheque eletrônico,3.371666666666667,101.15,842.9
0303-UNCIP,0,0,0,0,0,41,1,1,DSL,0,0,1,0,0,1,Um ano,0,Cheque,2.1666666666666665,65.0,2531.8
0303-WMMRN,0,0,0,0,0,5,1,0,Não,0,0,0,0,0,0,Mensal,1,Cheque,0.6416666666666667,19.25,86.05
0305-SQECB,0,1,0,0,1,11,0,0,DSL,1,0,0,1,0,0,Um ano,1,Cheque,1.2016666666666667,36.05,402.6
0306-JAELE,1,0,0,0,0,5,1,0,Fibra Óptica,0,0,0,1,1,1,Mensal,1,Cheque eletrônico,3.203333333333333,96.1,453.4
0307-BCOPK,0,1,0,0,0,16,1,0,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.635,19.05,326.65
0308-GIQJT,0,0,1,0,0,71,1,1,Fibra Óptica,0,1,0,1,1,1,Um ano,0,Transferência bancária,3.525,105.75,7382.85
0308-IVGOK,0,1,0,0,0,11,0,0,DSL,0,1,1,1,0,0,Um ano,1,Cartão de crédito,1.3466666666666667,40.4,422.6
0310-MVLET,1,1,0,1,1,61,1,1,Fibra Óptica,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,3.305,99.15,6010.05
0310-SUCIN,0,1,0,1,0,71,1,0,DSL,1,1,1,1,1,1,Um ano,1,Transferência bancária,2.8266666666666667,84.8,6046.1
0310-VQXAM,0,0,0,0,0,9,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6616666666666667,19.85,178.8
0311-QYWSS,0,1,0,0,0,6,1,0,DSL,1,0,0,0,0,0,Mensal,1,Cheque eletrônico,1.6483333333333334,49.45,314.6
0311-UNPFF,1,1,0,0,0,26,1,0,Fibra Óptica,0,0,0,0,1,1,Mensal,1,Transferência bancária,2.96,88.8,2274.35
0314-TKOSI,0,1,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Mensal,0,Cheque,1.8383333333333334,55.15,322.9
0315-LVCRK,0,0,0,0,0,11,1,0,Fibra Óptica,0,0,1,0,0,1,Mensal,0,Cheque eletrônico,2.8266666666666667,84.8,888.75
0318-QUUOB,1,0,0,1,0,1,1,0,Fibra Óptica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,2.685,80.55,80.55
0318-ZOPWS,0,1,0,1,0,49,1,0,Não,0,0,0,0,0,0,Dois anos,1,Transferência bancária,0.6716666666666666,20.15,973.35
0319-QZTCO,0,1,0,1,1,3,1,0,DSL,0,1,0,0,1,0,Mensal,1,Cartão de crédito,1.9566666666666668,58.7,168.6
0320-DWVTU,0,1,0,0,0,53,1,0,Fibra Óptica,1,1,1,1,0,1,Dois anos,0,Cheque,3.316666666666667,99.5,5424.25
0320-JDNQG,1,0,0,1,1,23,1,0,Fibra Óptica,1,0,0,1,1,1,Mensal,1,Cheque eletrônico,3.328333333333333,99.85,2331.3
0322-CHQRU,1,0,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,1.5116666666666667,45.35,89.5
0322-YINQP,1,0,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Mensal,1,Cheque,1.6183333333333332,48.55,48.55
0323-XWWTN,0,0,0,0,1,3,1,1,Não,0,0,0,0,0,0,Dois anos,1,Cheque,0.88,26.4,121.25
0324-BRPCJ,1,1,1,1,0,68,1,1,Fibra Óptica,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,3.3400000000000003,100.2,6851.65
0325-XBFAC,1,0,0,0,0,8,1,0,Fibra Óptica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,3.1566666666666667,94.7,740.3
0326-VDYXE,0,1,0,1,0,70,1,1,Fibra Óptica,0,0,1,0,1,1,Um ano,1,Cheque eletrônico,3.2550000000000003,97.65,6982.5
0327-WFZSY,0,0,0,1,1,39,1,1,Fibra Óptica,0,0,1,0,1,1,Um ano,0,Cheque eletrônico,3.3333333333333335,100.0,3835.55
0328-GRPMV,1,1,0,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.3366666666666664,70.1,70.1
0329-GTIAJ,1,1,0,0,0,3,1,0,Fibra Óptica,0,1,0,1,1,1,Mensal,1,Cheque eletrônico,3.2633333333333336,97.9,315.3
0330-BGYZE,0,0,0,1,0,60,1,1,Fibra Óptica,0,1,1,0,1,1,Um ano,0,Transferência bancária,3.4166666666666665,102.5,6157.6
0330-IVZHA,1,1,0,1,0,5,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,2.3316666666666666,69.95,330.15
0334-GDDSO,1,0,1,0,0,3,1,1,Fibra Óptica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,2.7116666666666664,81.35,233.7
0334-ZFJSR,0,1,0,1,0,55,1,1,DSL,1,1,0,1,0,0,Um ano,1,Cartão de crédito,2.2016666666666667,66.05,3462.1
0336-KXKFK,0,0,0,0,0,72,0,0,DSL,1,0,1,1,1,1,Dois anos,1,Cartão de crédito,2.04,61.2,4390.25
0336-PIKEI,0,0,1,1,0,72,1,0,DSL,1,1,1,1,1,0,Dois anos,0,Transferência bancária,2.48,74.4,5360.75
0337-CNPZE,1,1,0,0,0,41,1,1,Fibra Óptica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,3.5433333333333334,106.3,4443.45
0343-QLUZP,0,0,0,0,0,60,0,0,DSL,1,1,1,0,0,0,Dois anos,0,Transferência bancária,1.32,39.6,2424.5
0345-HKJVM,1,1,0,0,0,6,1,0,Fibra Óptica,0,0,0,0,1,1,Mensal,0,Cheque eletrônico,2.9766666666666666,89.3,577.6
0345-XMMUG,0,1,0,1,0,46,1,1,Fibra Óptica,0,1,1,1,1,1,Dois anos,1,Cartão de crédito,3.6300000000000003,108.9,4854.3
0347-UBKUZ,0,1,0,0,0,15,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6633333333333333,19.9,320.45
0348-SDKOL,1,1,0,1,0,58,1,1,Fibra Óptica,0,0,1,1,1,1,Mensal,1,Cartão de crédito,3.4033333333333333,102.1,5885.4
0354-VXMJC,0,0,0,1,1,23,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.6533333333333334,19.6,426.65
0354-WYROK,1,1,1,1,1,31,1,0,Fibra Óptica,0,0,1,1,1,1,Mensal,1,Cheque eletrônico,3.296666666666667,98.9,2911.3
0356-ERHVT,0,0,0,1,0,11,1,0,DSL,0,0,0,0,0,0,Mensal,1,Transferência bancária,1.53,45.9,521.9
0356-OBMAC,0,1,1,0,0,56,1,1,Fibra Óptica,0,1,1,1,1,0,Dois anos,1,Transferência bancária,3.33,99.9,5706.3
0357-NVCRI,0,1,0,0,1,25,1,0,Não,0,0,0,0,0,0,Mensal,0,Cartão de crédito,0.6683333333333333,20.05,471.7
0361-HJRDX,0,1,0,0,0,68,0,0,DSL,1,1,1,1,1,1,Dois anos,0,Cartão de crédito,2.145,64.35,4539.6
0362-RAOQO,0,1,0,0,0,40,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.6549999999999999,19.65,830.25
0362-ZBZWJ,1,0,0,0,0,36,1,1,Fibra Óptica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,2.83,84.9,3067.2
0363-QJVFX,1,0,0,0,0,32,1,1,Fibra Óptica,1,1,0,1,1,1,Mensal,1,Cartão de crédito,3.605,108.15,3432.9
0363-SVHYR,0,0,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Dois anos,0,Transferência bancária,2.895,86.85,6263.8
0365-BZUWY,0,0,0,1,0,17,1,1,Fibra Óptica,0,1,1,0,1,1,Mensal,1,Cheque eletrônico,3.4183333333333334,102.55,1742.5
0365-GXEZS,0,0,0,1,0,18,1,0,Fibra Óptica,0,0,1,1,0,0,Mensal,0,Cheque eletrônico,2.606666666666667,78.2,1468.75
0365-TRTPY,0,1,0,0,0,37,1,1,Fibra Óptica,1,1,1,0,0,0,Mensal,0,Transferência bancária,3.04,91.2,3382.3
0366-NQSHS,0,0,0,0,0,2,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.645,19.35,46.35
0369-ZGOVK,0,1,0,1,1,28,1,0,Fibra Óptica,0,0,0,0,0,0,Um ano,1,Transferência bancária,2.3466666666666667,70.4,1992.2
0373-AIVNJ,0,0,0,0,0,9,0,0,DSL,1,1,1,0,0,0,Um ano,0,Cheque,1.3183333333333331,39.55,373.0
0374-AACSZ,0,1,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Mensal,0,Cheque eletrônico,1.6716666666666666,50.15,50.15
0374-FIUCA,0,0,0,1,0,65,1,0,Não,0,0,0,0,0,0,Dois anos,1,Cartão de crédito,0.6799999999999999,20.4,1414.45
0374-IOEGQ,0,1,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,1.4866666666666668,44.6,122.7
0375-HVGXO,1,1,0,0,0,1,0,0,DSL,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,1.1566666666666667,34.7,34.7
0376-OIWME,0,0,0,1,0,36,1,0,Fibra Óptica,1,0,0,0,1,1,Mensal,1,Cheque eletrônico,3.1199999999999997,93.6,3366.05
0376-YMCJC,1,0,0,0,0,23,1,1,Fibra Óptica,0,0,0,1,1,0,Mensal,1,Cheque eletrônico,3.02,90.6,1943.2
0377-JBKKT,0,0,0,1,1,22,1,0,DSL,1,1,0,1,0,0,Mensal,1,Cheque,1.9316666666666669,57.95,1271.8
0378-CJKPV,0,1,0,1,0,72,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,0,Cartão de crédito,3.7366666666666664,112.1,7965.95
0378-NHQXU,1,1,0,1,1,17,1,1,Fibra Óptica,0,0,1,0,1,0,Mensal,0,Cheque eletrônico,2.941666666666667,88.25,1460.65
0378-TOVMS,1,1,0,0,0,3,1,0,Fibra Óptica,0,0,0,1,0,1,Mensal,0,Cheque eletrônico,2.86,85.8,272.2
0378-XSZPU,1,0,0,1,0,58,1,0,DSL,1,1,1,0,0,0,Um ano,0,Cartão de crédito,2.01,60.3,3563.8
0379-DJQHR,0,0,0,1,1,67,1,0,DSL,1,1,1,0,1,1,Dois anos,0,Cartão de crédito,2.7116666666666664,81.35,5398.6
0380-NEAVX,0,0,1,0,0,34,1,0,Fibra Óptica,0,1,1,0,1,1,Um ano,1,Cheque eletrônico,3.328333333333333,99.85,3343.15
0380-ZCSBI,0,0,0,0,0,10,1,0,Não,0,0,0,0,0,0,Mensal,0,Cartão de crédito,0.6666666666666666,20.0,198.7
0383-CLDDA,0,1,0,0,0,69,1,1,DSL,1,0,1,1,1,1,Dois anos,1,Cartão de crédito,2.8449999999999998,85.35,5897.4
0384-LPITE,0,0,0,0,0,40,0,0,DSL,1,1,1,0,1,1,Um ano,0,Cartão de crédito,2.0683333333333334,62.05,2511.55
0384-RVBPI,0,0,0,0,0,20,1,0,DSL,1,0,1,0,0,1,Mensal,0,Cartão de crédito,2.146666666666667,64.4,1398.6
0386-CWRGM,0,1,0,1,1,46,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.6466666666666666,19.4,967.85
0388-EOPEX,1,1,0,1,0,2,1,0,Fibra Óptica,1,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.48,74.4,139.4
0390-DCFDQ,1,1,1,1,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque,2.3483333333333336,70.45,70.45
0392-BZIUW,0,1,0,1,0,72,1,1,Fibra Óptica,1,0,1,0,1,1,Dois anos,1,Cartão de crédito,3.5,105.0,7589.8
0394-YONDK,0,0,0,1,1,70,1,1,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.8383333333333333,25.15,1790.15
0396-HUJBP,0,1,0,0,0,2,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6433333333333333,19.3,44.4
0396-UKGAI,0,0,0,0,1,23,1,0,DSL,0,1,0,1,0,0,Mensal,1,Transferência bancária,1.8433333333333333,55.3,1284.2
0396-YCHWO,0,0,0,1,0,36,1,1,Fibra Óptica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,3.18,95.4,3474.2
0397-GZBBC,1,0,1,1,0,59,1,1,Fibra Óptica,0,0,0,0,1,1,Mensal,1,Transferência bancária,3.128333333333333,93.85,5574.75
0397-ZXWQF,0,0,0,0,0,67,1,0,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.6833333333333333,20.5,1430.95
0401-WDBXM,0,0,0,1,1,72,1,1,Fibra Óptica,1,0,1,0,1,1,Dois anos,1,Transferência bancária,3.518333333333333,105.55,7542.25
0402-CQAJN,1,1,0,0,0,37,1,1,Fibra Óptica,0,1,1,0,1,1,Mensal,1,Transferência bancária,3.396666666666667,101.9,3545.35
0402-OAMEN,0,1,0,1,1,72,1,1,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.815,24.45,1709.1
0404-AHASP,0,0,0,1,0,72,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.6566666666666666,19.7,1421.9
0404-SWRVG,1,0,0,0,0,3,1,1,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.48,74.4,229.55
0406-BPDVR,1,1,1,1,0,54,1,1,Fibra Óptica,0,1,0,0,1,1,Um ano,1,Cartão de crédito,3.3833333333333333,101.5,5373.1
0407-BDJKB,1,0,0,1,0,60,1,1,Fibra Óptica,0,1,1,0,1,0,Mensal,1,Cheque eletrônico,3.191666666666667,95.75,5742.9
0409-WTMPL,0,1,0,1,0,58,1,1,Fibra Óptica,1,1,1,0,1,1,Um ano,1,Cartão de crédito,3.6883333333333335,110.65,6526.65
0410-IPFTY,0,1,0,1,0,31,1,0,Fibra Óptica,0,1,0,0,0,1,Mensal,1,Transferência bancária,2.795,83.85,2674.15
0411-EZJZE,0,1,0,0,0,3,1,1,DSL,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,2.0083333333333333,60.25,170.5
0412-UCCNP,0,0,0,0,0,55,1,0,DSL,1,0,1,1,0,0,Dois anos,1,Cheque eletrônico,1.9733333333333334,59.2,3175.85
0415-MOSGF,1,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque,1.48,44.4,44.4
0419-YAAPX,0,0,0,1,0,49,1,0,Fibra Óptica,0,1,0,0,1,0,Mensal,1,Cartão de crédito,2.8433333333333333,85.3,4297.95
0420-BWTPW,1,0,0,0,1,8,0,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque,0.85,25.5,215.2
0420-HLGXF,0,1,1,0,0,39,1,1,Fibra Óptica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,3.325,99.75,4036.0
0420-TXVSG,0,0,0,1,0,66,1,1,DSL,1,1,1,0,0,0,Dois anos,1,Cartão de crédito,2.203333333333333,66.1,4428.45
0422-OHQHQ,0,1,0,1,1,15,1,0,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.685,20.55,295.95
0422-UXFAP,0,1,0,1,0,51,1,1,Fibra Óptica,0,0,1,0,1,1,Um ano,1,Cheque eletrônico,3.295,98.85,4947.55
0423-UDIJQ,0,0,1,0,0,9,1,0,DSL,0,0,0,1,0,0,Mensal,0,Cheque,1.6400000000000001,49.2,447.9
0426-TIRNE,1,1,0,0,0,1,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6966666666666667,20.9,20.9
0428-AXXLJ,0,0,0,0,0,25,1,0,Não,0,0,0,0,0,0,Um ano,1,Transferência bancária,0.65,19.5,516.3
0428-IKYCP,0,0,0,1,0,22,1,0,Fibra Óptica,0,0,1,0,1,0,Mensal,1,Transferência bancária,2.9,87.0,1850.65
0430-IHCDJ,0,0,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,1.6333333333333333,49.0,749.25
0431-APWVY,1,1,0,1,1,28,1,0,Fibra Óptica,0,0,0,0,1,1,Um ano,1,Transferência bancária,3.003333333333333,90.1,2598.95
0432-CAJZV,0,0,0,0,0,3,1,0,Fibra Óptica,0,0,0,0,1,1,Mensal,0,Cheque,3.0233333333333334,90.7,237.65
0434-CSFON,0,1,0,1,0,47,1,1,Fibra Óptica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,3.35,100.5,4707.1
0436-TWFFZ,0,1,0,0,0,67,1,1,DSL,1,0,1,1,1,1,Dois anos,1,Cheque,2.841666666666667,85.25,5714.2
0439-IFYUN,0,1,1,0,0,18,1,0,Fibra Óptica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,2.49,74.7,1294.6
0440-EKDCF,0,0,0,1,0,62,1,0,DSL,0,1,1,1,0,0,Dois anos,1,Cartão de crédito,2.005,60.15,3753.2
0440-MOGPM,0,1,0,0,0,41,1,1,DSL,0,1,1,0,1,1,Um ano,1,Cheque eletrônico,2.685,80.55,3263.9
0440-QEXBZ,0,1,0,0,0,44,1,1,DSL,0,0,0,0,0,0,Mensal,1,Cheque,1.6716666666666666,50.15,2139.1
0440-UEDAI,0,1,0,0,0,53,1,0,Fibra Óptica,0,1,1,1,0,1,Um ano,1,Cartão de crédito,3.1483333333333334,94.45,5042.75
0442-TDYUO,0,0,0,1,0,48,1,0,Não,0,0,0,0,0,0,Dois anos,1,Cheque,0.6683333333333333,20.05,1036.0
0442-ZXKVS,0,1,1,1,0,54,1,1,Fibra Óptica,1,1,1,1,1,1,Um ano,1,Transferência bancária,3.853333333333333,115.6,6431.05
0447-BEMNG,1,1,0,1,0,48,0,0,DSL,1,0,1,0,0,1,Mensal,1,Transferência bancária,1.51,45.3,2145.0
0447-RXSGD,0,0,0,0,0,24,1,1,Fibra Óptica,0,1,0,0,1,1,Mensal,1,Transferência bancária,3.3216666666666668,99.65,2404.85
0454-OKRCT,0,0,0,0,0,33,1,0,Fibra Óptica,0,1,0,1,0,0,Dois anos,0,Transferência bancária,2.6866666666666665,80.6,2651.1
0455-ENTCR,0,0,0,1,0,66,1,1,DSL,1,1,0,1,1,1,Dois anos,0,Cheque eletrônico,2.841666666666667,85.25,5538.35
0455-XFASS,0,1,0,1,1,3,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.3183333333333334,69.55,200.2
0458-HEUZG,0,1,0,0,0,13,0,0,DSL,0,0,1,1,0,0,Dois anos,0,Cheque,1.18,35.4,450.4
0459-SPZHJ,0,0,0,1,1,63,1,1,DSL,1,1,1,0,1,1,Dois anos,0,Cartão de crédito,2.783333333333333,83.5,5435.0
0461-CVKMU,1,1,0,1,1,23,1,0,Fibra Óptica,0,1,1,1,0,0,Mensal,0,Cheque eletrônico,2.7933333333333334,83.8,1900.25
0463-TXOAK,0,0,0,0,1,52,1,1,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.8533333333333334,25.6,1334.5
0463-WZZKO,0,0,0,0,0,3,1,0,Não,0,0,0,0,0,0,Mensal,1,Cartão de crédito,0.6916666666666667,20.75,67.1
0463-ZSDNT,0,0,0,0,0,10,1,0,DSL,0,0,0,0,0,1,Mensal,1,Transferência bancária,1.8916666666666666,56.75,503.25
0464-WJTKO,0,1,0,1,1,72,1,0,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.67,20.1,1460.85
0468-YRPXN,0,0,0,0,0,29,1,0,Fibra Óptica,0,0,1,1,1,1,Mensal,1,Cartão de crédito,3.2933333333333334,98.8,2807.1
0471-ARVMX,0,1,1,1,0,62,1,1,Fibra Óptica,1,0,1,0,1,1,Um ano,1,Cheque eletrônico,3.4949999999999997,104.85,6312.9
0471-LVHGK,1,0,0,1,0,41,1,1,DSL,0,0,1,0,1,1,Um ano,1,Cheque eletrônico,2.433333333333333,73.0,3001.2
0475-RIJEP,1,0,0,0,0,43,1,1,Fibra Óptica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,2.5949999999999998,77.85,3365.85
0479-HMSWA,0,1,0,0,1,26,1,0,Fibra Óptica,0,1,1,1,1,1,Dois anos,1,Cheque eletrônico,3.515,105.45,2715.3
0480-BIXDE,0,1,0,1,0,19,1,0,Fibra Óptica,0,0,1,0,1,1,Mensal,1,Cheque eletrônico,3.2266666666666666,96.8,1743.05
0480-KYJVA,0,1,0,1,1,72,1,1,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.8083333333333333,24.25,1784.5
0481-SUMCB,0,1,1,0,0,45,1,1,Fibra Óptica,0,0,1,0,1,1,Um ano,1,Transferência bancária,3.4050000000000002,102.15,4735.35
0484-FFVBJ,0,0,0,0,0,32,1,0,DSL,0,0,0,0,1,1,Um ano,1,Transferência bancária,2.1616666666666666,64.85,2010.95
0484-JPBRU,0,0,0,0,0,41,1,1,Não,0,0,0,0,0,0,Mensal,1,Transferência bancária,0.8416666666666667,25.25,996.45
0485-ZBSLN,0,0,0,1,1,65,1,1,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.825,24.75,1715.1
0486-HECZI,1,0,0,1,0,55,1,1,Fibra Óptica,1,1,0,0,1,0,Mensal,1,Cheque eletrônico,3.225,96.75,5238.9
0486-LGCCH,0,0,0,1,1,11,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.6549999999999999,19.65,225.75
0487-CRLZF,0,1,0,0,0,49,1,0,DSL,0,0,1,1,1,1,Dois anos,1,Transferência bancária,2.481666666666667,74.45,3721.9
0487-RPVUM,0,0,0,1,0,61,1,1,Fibra Óptica,1,0,1,1,1,0,Mensal,0,Transferência bancária,3.3133333333333335,99.4,5943.65
0487-VVUVK,0,0,0,1,1,25,1,0,Não,0,0,0,0,0,0,Mensal,1,Cheque,0.6383333333333333,19.15,477.6
0488-GSLFR,1,1,0,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.316666666666667,69.5,69.5
0489-WMEMG,0,1,0,0,1,23,1,0,DSL,0,0,0,1,0,0,Um ano,1,Cheque eletrônico,1.6483333333333334,49.45,1119.35
0491-KAPQG,0,0,0,0,0,21,1,1,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.4566666666666666,73.7,1558.7
0495-RVCBF,1,1,0,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,2.6566666666666667,79.7,79.7
0495-ZBNGW,1,0,1,1,0,5,1,1,Fibra Óptica,0,0,1,0,0,0,Mensal,1,Transferência bancária,2.6633333333333336,79.9,343.95
0496-AHOOK,0,0,0,1,0,24,1,0,DSL,1,0,0,1,1,1,Um ano,0,Transferência bancária,2.48,74.4,1712.9
0504-HHAPI,1,1,1,0,0,27,1,1,Fibra Óptica,0,0,1,0,0,1,Mensal,0,Cartão de crédito,2.9433333333333334,88.3,2467.75
0505-SPOOW,0,1,0,1,0,70,1,0,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.66,19.8,1397.65
0506-LVNGN,1,1,1,0,0,5,1,0,Fibra Óptica,0,0,1,0,0,0,Mensal,1,Cartão de crédito,2.518333333333333,75.55,349.65
0506-YLVKJ,0,0,0,1,1,46,1,0,Não,0,0,0,0,0,0,Dois anos,1,Cheque,0.6733333333333333,20.2,917.45
0508-OOLTO,0,1,0,1,1,2,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.3883333333333336,71.65,135.75
0508-SQWPL,0,1,0,1,1,57,1,0,Não,0,0,0,0,0,0,Dois anos,1,Transferência bancária,0.67,20.1,1087.7
0511-JTEOY,1,1,0,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,0,Cheque,2.3699999999999997,71.1,71.1
0512-FLFDW,0,1,1,1,0,60,1,1,Fibra Óptica,0,0,1,0,1,1,Um ano,1,Cartão de crédito,3.35,100.5,6029.0
0513-RBGPE,0,0,0,1,1,37,1,1,DSL,1,0,1,1,0,0,Dois anos,1,Cartão de crédito,2.0933333333333333,62.8,2278.75
0515-YPMCW,1,0,0,0,1,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque,2.3483333333333336,70.45,70.45
0516-OOHAR,0,0,0,1,1,28,1,0,Fibra Óptica,0,1,1,0,1,1,Um ano,0,Transferência bancária,3.3449999999999998,100.35,2799.0
0516-QREYC,0,1,1,0,0,24,1,0,Não,0,0,0,0,0,0,Mensal,1,Cheque,0.6766666666666666,20.3,459.95
0516-UXRMT,0,1,0,0,0,62,1,1,Fibra Óptica,1,1,1,0,0,0,Um ano,1,Cheque eletrônico,3.0683333333333334,92.05,5755.8
0516-VRYBW,1,1,0,0,1,18,1,0,Não,0,0,0,0,0,0,Um ano,0,Transferência bancária,0.6716666666666666,20.15,390.85
0516-WJVXC,1,1,0,0,0,5,1,0,DSL,1,0,0,1,0,0,Mensal,0,Cheque eletrônico,1.8066666666666669,54.2,308.25
0519-DRGTI,0,1,0,1,1,20,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6783333333333333,20.35,442.6
0519-XUZJU,1,1,0,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,0,Cheque,2.3583333333333334,70.75,70.75
0520-FDVVT,1,0,0,0,0,35,1,0,Fibra Óptica,0,1,1,0,1,1,Um ano,1,Transferência bancária,3.4116666666666666,102.35,3626.1
0523-VNGTF,0,1,1,0,0,52,0,0,DSL,0,1,1,1,1,0,Mensal,1,Cheque eletrônico,1.6833333333333333,50.5,2566.3
0524-IAVZO,1,1,0,1,0,30,1,1,Fibra Óptica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,2.8333333333333335,85.0,2624.25
0526-SXDJP,0,0,0,1,0,72,0,0,DSL,1,1,1,0,0,0,Dois anos,0,Transferência bancária,1.4033333333333333,42.1,2962.0
0529-ONKER,1,0,1,0,0,15,1,1,Fibra Óptica,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,2.521666666666667,75.65,1146.65
0530-IJVDB,0,0,0,0,1,70,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,1,Cheque eletrônico,3.82,114.6,7882.5
0531-XBKMM,0,0,0,0,1,66,1,1,DSL,1,1,0,1,0,0,Dois anos,0,Transferência bancária,2.19,65.7,4378.9
0531-ZZJWQ,0,0,1,1,0,55,1,1,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.466666666666667,74.0,4052.4
0533-BNWKF,1,1,1,1,0,55,1,1,Fibra Óptica,0,1,1,0,0,0,Mensal,1,Cheque eletrônico,2.8483333333333336,85.45,4874.7
0533-UCAAU,0,0,1,1,0,57,1,1,DSL,0,1,1,0,1,0,Um ano,1,Cartão de crédito,2.3699999999999997,71.1,4140.1
0536-ACXIP,0,1,0,1,0,72,1,1,Fibra Óptica,1,1,1,0,1,1,Dois anos,1,Cheque eletrônico,3.6516666666666664,109.55,8165.1
